a_index	a_name	a_type	a_enable	a_sub	a_get_type	a_count	a_min_level	a_max_level	a_start_type	a_end_type	a_start_data	a_end_data	a_link	a_data0	a_data1	a_data2	a_data3	a_data4	a_data5	a_data6	a_data7	a_data8	a_data9	a_zone	a_prize	a_laim	a_exp	a_item0	a_item1	a_item2	a_item3	a_item4	a_item5	a_item6	a_item7	a_item8	a_string0	a_string1	a_string2	a_string3	a_string4	a_string5	
232	Quest Gonetor cursed.	0	1	160	0	0	140	155	1	2	0	121	-1	20	25	0	0	0	0	0	0	0	0	2	3	3335	47470	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Gonetor	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
233	Quest is one of the strongest Gonetor.	0	1	161	0	0	150	165	1	2	0	121	-1	25	30	0	0	0	0	0	0	0	0	2	3	4002	56964	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Gonetor	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
234	Quest Warrior Spirit	0	1	162	0	0	140	160	1	2	0	123	-1	15	20	0	0	0	0	0	0	0	0	2	3	1624	20048	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Gonma	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
235	Quest for the mission	0	1	163	0	0	150	170	1	2	0	123	-1	20	30	0	0	0	0	0	0	0	0	2	3	1705	21050	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Gonma	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
236	Quest Khan's bodyguard	0	1	164	0	0	140	150	1	2	0	124	-1	17	22	0	0	0	0	0	0	0	0	2	3	1866	26458	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Cutter Khan.	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
237	Quest by Khan	0	1	165	0	0	150	160	1	2	0	124	-1	22	30	0	0	0	0	0	0	0	0	2	3	2035	28862	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Cutter Khan.	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
238	Quest Trail of Tears	0	1	166	0	0	150	160	1	2	0	128	-1	15	20	0	0	0	0	0	0	0	0	2	3	552	23564	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Sad Shadow.	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
239	Quest mission is not complete.	0	1	167	0	0	165	170	1	2	0	128	-1	20	25	0	0	0	0	0	0	0	0	2	3	591	25248	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Sad Shadow.	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
240	Quest awesome sword.	0	1	168	0	0	175	180	1	2	0	128	-1	25	30	0	0	0	0	0	0	0	0	2	3	591	25248	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Sad Shadow.	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
241	Quest evolution of dinosaurs	0	1	169	0	0	162	170	1	2	0	153	-1	12	22	0	0	0	0	0	0	0	0	8	3	591	25248	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Cutter Lizard.	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
242	Quest Cutter Lizard cursed.	0	1	170	0	0	168	175	1	2	0	153	-1	15	25	0	0	0	0	0	0	0	0	8	3	591	25248	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Cutter Lizard.	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
243	Quest Curse abomination.	0	1	171	0	0	165	170	1	2	0	154	-1	7	12	0	0	0	0	0	0	0	0	8	3	288	47258	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Horror Lizard.	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
244	Titan Quest Horror Lizard	0	1	172	0	0	170	180	1	2	0	154	-1	12	20	0	0	0	0	0	0	0	0	8	3	480	78764	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Horror Lizard.	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
245	Quest Monster Torres	0	1	173	0	0	165	170	1	2	0	155	-1	8	15	0	0	0	0	0	0	0	0	8	3	506	56506	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Torres	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
246	Quests are determined	0	1	174	0	0	170	175	1	2	0	155	-1	10	15	0	0	0	0	0	0	0	0	8	3	506	56506	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Torres	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
247	Dinosaur Warrior Quest cursed.	0	1	175	0	0	180	190	1	2	0	156	-1	7	15	0	0	0	0	0	0	0	0	8	3	788	81066	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Minot	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
248	Quest mission Roy Castle Rock.	0	1	176	0	0	190	200	1	2	0	156	-1	8	15	0	0	0	0	0	0	0	0	8	3	788	81066	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Minot	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
249	Quest Lizard cursed.	0	1	177	0	0	175	185	1	2	0	157	-1	8	12	0	0	0	0	0	0	0	0	8	3	360	56242	0	0	0	1	0	0	0	0	0	Description: Kill Cursed X-Lizard.	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
250	Low level quests Lizard	0	1	178	0	0	180	190	1	2	0	157	-1	8	12	0	0	0	0	0	0	0	0	8	3	450	70302	0	0	0	1	0	0	0	0	0	Description: Kill Cursed X-Lizard.	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
251	Quest Kabal of terror.	0	1	179	0	0	150	160	1	2	0	82	-1	17	25	0	0	0	0	0	0	0	0	4	3	980	46650	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Mace Kabal.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
252	Quest barriers of mission	0	1	180	0	0	160	170	1	2	0	82	-1	22	27	0	0	0	0	0	0	0	0	4	3	1058	50382	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Mace Kabal.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
253	Titan Quest Mace Kabal	0	1	181	0	0	170	180	1	2	0	82	-1	28	35	0	0	0	0	0	0	0	0	4	3	1372	65310	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Mace Kabal.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
254	Quest mission filled with terror.	0	1	182	0	0	170	180	1	2	0	82	-1	18	20	0	0	0	0	0	0	0	0	4	3	1404	66680	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Mace Kabal.	Location: Deckadun	When mission completion will be awarded automatically.	NULL	NULL		
255	Quest Khan's bodyguard	0	1	183	0	0	175	195	1	2	0	126	-1	20	23	0	0	0	0	0	0	0	0	2	3	1615	76682	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Sickle Khan.	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
256	Quest scythe of death.	0	1	184	0	0	190	200	1	2	0	126	-1	20	25	0	0	0	0	0	0	0	0	2	3	2106	100020	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Sickle Khan.	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
257	Quest power of the life.	0	1	185	0	0	230	250	1	2	0	152	-1	10	20	0	0	0	0	0	0	0	0	8	3	15300	852882	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Karmaroid	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
258	Quest Shilon clearance	0	1	186	0	0	250	260	1	2	0	152	-1	15	25	0	0	0	0	0	0	0	0	8	3	15300	852882	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Karmaroid	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
259	Quest invisible threat.	0	1	187	0	0	250	260	1	2	0	204	-1	5	20	0	0	0	0	0	0	0	0	32	3	1218	28971	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Volt Rinch.	Location: Sea Roost	When mission completion will be awarded automatically.	NULL	NULL		
260	Quest mission of Sea Roost.	0	1	188	0	0	260	270	1	2	0	204	-1	10	22	0	0	0	0	0	0	0	0	32	3	1518	36117	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Volt Rinch.	Location: Sea Roost	When mission completion will be awarded automatically.	NULL	NULL		
261	Quest giant fist	0	1	189	0	0	270	280	1	2	0	203	-1	5	15	0	0	0	0	0	0	0	0	32	3	875	41680	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Volcanic Punch.	Location: Sea Roost	When mission completion will be awarded automatically.	NULL	NULL		
262	Quest mission	0	1	190	0	0	278	300	1	2	0	203	-1	10	15	0	0	0	0	0	0	0	0	32	3	875	41680	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Volcanic Punch.	Location: Sea Roost	When mission completion will be awarded automatically.	NULL	NULL		
263	Quest serious consequences	0	1	191	0	0	278	300	1	2	0	205	-1	15	20	0	0	0	0	0	0	0	0	32	3	1218	57942	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Volcanic Risk.	Location: Sea Roost	When mission completion will be awarded automatically.	NULL	NULL		
264	Quest heading to Pharos.	0	1	192	0	0	280	300	1	2	0	205	-1	17	25	0	0	0	0	0	0	0	0	32	3	2030	96570	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Volcanic Risk.	Location: Sea Roost	When mission completion will be awarded automatically.	NULL	NULL		
265	Quest against evil	0	1	193	0	0	255	265	1	2	0	219	-1	10	15	0	0	0	0	0	0	0	0	64	3	2325	112500	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Raven Mage.	Location: Pharos	When mission completion will be awarded automatically.	NULL	NULL		
266	Dragon Quest	0	1	194	0	0	250	270	1	2	0	220	-1	10	15	0	0	0	0	0	0	0	0	64	3	2640	125700	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Head Dragon.	Location: Pharos	When mission completion will be awarded automatically.	NULL	NULL		
267	Dragon Quest cursed.	0	1	195	0	0	268	278	1	2	0	245	-1	7	14	0	0	0	0	0	0	0	0	64	3	3220	135118	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Bat Dragon.	Location: Pharos	When mission completion will be awarded automatically.	NULL	NULL		
268	Quest to chase the Pharos.	0	1	196	0	0	270	280	1	2	0	221	-1	7	12	0	0	0	0	0	0	0	0	64	3	6419	252000	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Iron Dragon.	Location: Pharos	When mission completion will be awarded automatically.	NULL	NULL		
269	Giant Dragon Quest	0	1	197	0	0	278	300	1	2	0	222	-1	7	10	0	0	0	0	0	0	0	0	64	3	1903	300000	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Earth Dragon.	Location: Pharos	When mission completion will be awarded automatically.	NULL	NULL		
270	Quest Master of the Sky	0	1	198	0	0	285	300	1	2	0	223	-1	7	9	0	0	0	0	0	0	0	0	64	3	1825	540000	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Sky Dragon.	Location: Pharos	When mission completion will be awarded automatically.	NULL	NULL		
271	Quests Request from Bellion # A-34.	1	1	47	0	0	90	110	1	1	0	58	-1	107	48	41	0	0	7	20	30	0	0	1	6	8000	5027	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Decardi	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
272	Quests Request from Bellion # C-26.	1	1	48	0	0	119	138	1	1	0	58	-1	60	61	59	62	0	20	10	5	2	0	2	6	21000	10593	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
273	Quests Request from Bellion # C-41.	1	1	49	0	0	125	141	1	1	0	58	-1	125	122	120	119	0	15	12	9	15	0	2	6	39600	19070	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
274	Quests Request from Bellion # C-11.	1	1	50	0	0	138	150	1	1	0	58	-1	122	120	121	125	124	14	20	5	13	4	2	6	44400	24009	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
275	Quests Request from Bellion # C-92.	1	1	51	0	0	155	167	1	1	0	58	-1	120	121	124	128	126	20	7	6	4	3	2	6	34200	23610	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
276	Quests Request from Bellion # D-03.	1	1	52	0	0	163	183	1	1	0	58	-1	125	150	154	157	156	25	6	5	3	3	16	6	59400	67382	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
277	Quests Request from Bellion # C-65.	1	1	53	0	0	170	179	1	1	0	58	-1	121	124	128	126	122	5	5	5	5	10	2	6	29200	17168	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
278	Quests Request from Bellion # C-48.	1	1	54	0	0	188	210	1	1	0	58	-1	121	124	128	126	120	10	7	5	5	15	2	6	34200	25441	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
279	Quests Request from Bellion # D-28.	1	1	55	0	0	205	225	1	1	0	58	-1	125	150	154	157	156	25	5	5	3	1	16	6	24200	52435	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
280	Quests Request from Bellion # D-35.	1	1	56	0	0	229	239	1	1	0	58	-1	150	154	157	156	158	8	8	3	3	1	16	6	25600	85066	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
281	Quests Request from Bellion # C-89.	1	1	57	0	0	238	251	1	1	0	58	-1	124	128	126	130	132	10	5	8	7	2	2	6	51800	25356	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
282	Quests Request from Bellion # E-13.	1	1	58	0	0	242	258	1	1	0	58	-1	217	197	203	0	0	10	10	1	0	0	32	6	26600	16157	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
283	Quests Request from Bellion # E-24.	1	1	59	0	0	255	264	1	1	0	58	-1	217	197	202	0	0	20	15	5	0	0	32	6	52000	30896	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
284	Quests Request from Bellion # E-17.	1	1	60	0	0	259	269	1	1	0	58	-1	203	202	195	0	0	8	15	6	0	0	32	6	21800	25945	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
285	Quests Request from Bellion # E-22.	1	1	61	0	0	265	285	1	1	0	58	-1	244	220	245	0	0	15	4	2	0	0	64	6	22200	15866	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Pharos	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
286	Quests Request from Bellion # C-27.	1	1	62	0	0	119	138	1	1	0	58	-1	61	59	0	0	0	15	4	0	0	0	2	6	21100	4400	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
287	Quests Request from Bellion # C-28.	1	1	63	0	0	119	138	1	1	0	58	-1	61	59	62	0	0	15	8	3	0	0	2	6	48000	9900	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
288	Quests Request from Bellion # C-29.	1	1	64	0	0	125	141	1	1	0	58	-1	125	122	120	0	0	20	10	10	0	0	2	6	51000	14500	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
289	Quests Request from Bellion # C-30.	1	1	65	0	0	125	141	1	1	0	58	-1	122	120	119	0	0	18	5	20	0	0	2	6	132000	16700	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
290	Quests Request from Bellion # C-31.	1	1	66	0	0	138	150	1	1	0	58	-1	122	120	124	0	0	15	15	3	0	0	2	6	54000	15000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
291	Quests Request from Bellion # C-32.	1	1	67	0	0	138	150	1	1	0	58	-1	122	121	125	124	0	15	5	20	2	0	2	6	120000	14200	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
292	Quests Request from Bellion # C-33.	1	1	68	0	0	138	150	1	1	0	58	-1	120	121	0	0	0	15	10	0	0	0	2	6	49400	12800	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
293	Quests Request from Bellion # C-34.	1	1	69	0	0	156	167	1	1	0	58	-1	124	128	126	0	0	6	4	3	0	0	2	6	62000	6400	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
294	Quests Request from Bellion # C-35.	1	1	70	0	0	156	167	1	1	0	58	-1	120	121	124	0	0	15	5	3	0	0	2	6	44700	12200	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
295	Quests Request from Bellion # D-36.	1	1	71	0	0	163	183	1	1	0	58	-1	125	150	154	155	0	25	8	3	7	0	16	6	166000	73000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
296	Quests Request from Bellion # D-37.	1	1	72	0	0	163	183	1	1	0	58	-1	150	154	157	155	0	7	5	3	5	0	16	6	63000	67000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
297	Quests Request from Bellion # D-38.	1	1	73	0	0	163	183	1	1	0	58	-1	154	157	156	155	0	8	6	2	3	0	16	6	87000	55000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
298	Quests Request from Bellion # C-35.	1	1	74	0	0	170	179	1	1	0	58	-1	121	124	128	0	0	10	10	5	0	0	2	6	102000	14000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
299	Quests Request from Bellion # C-36.	1	1	75	0	0	170	179	1	1	0	58	-1	124	128	126	122	0	9	7	8	20	0	2	6	118000	24000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
300	Quests Request from Bellion # C-37.	1	1	76	0	0	188	210	1	1	0	58	-1	121	124	128	0	0	8	8	9	0	0	2	6	93000	16000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
301	Quests Request from Bellion # C-38.	1	1	77	0	0	188	210	1	1	0	58	-1	124	128	126	120	0	10	4	14	20	0	2	6	102000	31000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
302	Quests Request from Bellion # C-39.	1	1	78	0	0	188	210	1	1	0	58	-1	124	128	126	120	0	5	13	8	7	0	2	6	77000	24000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
303	Quests Request from Bellion # D-39.	1	1	79	0	0	205	225	1	1	0	58	-1	125	150	154	157	156	20	15	4	4	3	16	6	119000	100000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
304	Quests Request from Bellion # D-40.	1	1	80	0	0	205	225	1	1	0	58	-1	125	150	154	157	156	25	10	5	3	2	16	6	99000	78500	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
305	Quests Request from Bellion # D-41.	1	1	81	0	0	205	225	1	1	0	58	-1	125	150	154	157	156	30	8	6	2	4	16	6	109000	82000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
306	Quests Request from Bellion # D-42.	1	1	82	0	0	229	239	1	1	0	58	-1	150	154	157	156	158	13	7	5	5	2	16	6	96000	127000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
307	Quests Request from Bellion # D-43.	1	1	83	0	0	229	239	1	1	0	58	-1	150	154	157	156	158	11	6	7	4	3	16	6	91000	125000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
308	Quests Request from Bellion # D-44.	1	1	84	0	0	229	239	1	1	0	58	-1	150	154	157	156	158	14	10	3	7	1	16	6	105000	136000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Shilon	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
309	Quests Request from Bellion # C-40.	1	1	85	0	0	238	251	1	1	0	58	-1	124	128	126	130	132	11	10	7	10	7	2	6	160000	39000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
310	Quests Request from Bellion # C-41.	1	1	86	0	0	238	251	1	1	0	58	-1	124	128	126	130	132	14	8	8	14	8	2	6	160000	39000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
311	Quests Request from Bellion # C-42.	1	1	87	0	0	238	251	1	1	0	58	-1	124	128	126	130	132	8	5	12	7	4	2	6	114000	30500	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Dekaren	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
312	Quests Request from Bellion # E-75.	1	1	88	0	0	242	258	1	1	0	48	-1	217	197	203	0	0	20	15	3	0	0	32	6	80000	39000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
313	Quests Request from Bellion # E-76.	1	1	89	0	0	242	258	1	1	0	48	-1	217	197	203	0	0	18	17	5	0	0	32	6	95000	31000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
314	Quests Request from Bellion # E-77.	1	1	90	0	0	242	258	1	1	0	48	-1	217	197	203	0	0	15	20	4	0	0	32	6	90000	30000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
315	Quests Request from Bellion # E-78.	1	1	91	0	0	255	264	1	1	0	48	-1	217	197	202	203	0	20	10	13	5	0	32	6	90000	38000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
316	Quests Request from Bellion # E-79.	1	1	92	0	0	255	264	1	1	0	48	-1	217	197	202	203	0	18	12	15	4	0	32	6	80000	39000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
317	Quests Request from Bellion # E-80.	1	1	93	0	0	255	264	1	1	0	48	-1	217	197	202	0	0	22	20	11	0	0	32	6	80000	39000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
318	Quests Request from Bellion # E-80.	1	1	360	0	0	259	269	1	1	0	48	-1	203	202	195	206	0	10	17	8	2	0	32	6	100000	33000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
319	Quests Request from Bellion # E-81.	1	1	94	0	0	259	269	1	1	0	48	-1	203	202	195	0	0	17	20	6	0	0	32	6	95000	38000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
320	Quests Request from Bellion # E-82.	1	1	95	0	0	259	269	1	1	0	48	-1	203	202	195	206	0	14	6	3	4	0	32	6	73000	25000	-4	925	0	1	0	0	0	0	0	Description: Defeat the monsters there.	Location: Sea Roost	You will receive a stipend Once the item is received after the successful mission to send a Npc Arch	NULL	NULL		
321	Quest Karmaroid cursed.	0	1	199	0	0	195	225	1	2	0	152	-1	7	11	0	0	0	0	0	0	0	0	8	3	14025	781809	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Karmaroid	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
322	Quest movement Karmaroid.	0	1	200	0	0	195	225	1	2	0	152	-1	11	15	0	0	0	0	0	0	0	0	8	3	16830	938170	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Karmaroid	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
323	Iron Warrior Quest	0	1	201	0	0	195	205	1	2	0	156	-1	15	20	0	0	0	0	0	0	0	0	8	3	2100	216176	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Minot	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
324	Quest Torres cursed.	0	1	202	0	0	205	215	1	2	0	155	-1	20	32	0	0	0	0	0	0	0	0	8	3	2160	241088	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Torres	Location: Shilon	When mission completion will be awarded automatically.	NULL	NULL		
325	Red Warrior Quest clearance.	0	1	203	0	0	215	225	1	2	0	126	-1	25	40	0	0	0	0	0	0	0	0	2	3	2808	133360	0	0	0	1	0	0	0	0	0	Description: Kill Cursed Sickle Khan.	Location: Dekaren	When mission completion will be awarded automatically.	NULL	NULL		
